Age;Gender;Weight (kg);Height (m);Max_BPM;Avg_BPM;Resting_BPM;Session_Duration (hours);Calories_Burned;Workout_Type;Fat_Percentage;Water_Intake (liters);Workout_Frequency (days/week);Experience_Level;BMI;Daily meals frequency;Physical exercise;Carbs;Proteins;Fats;Calories;meal_name;meal_type;diet_type;sugar_g;sodium_mg;cholesterol_mg;serving_size_g;cooking_method;prep_time_min;cook_time_min;rating;Name of Exercise;Sets;Reps;Benefit;Burns Calories (per 30 min);Target Muscle Group;Equipment Needed;Difficulty Level;Body Part;Type of Muscle;Workout;BMI_calc;cal_from_macros;pct_carbs;protein_per_kg;pct_HRR;pct_maxHR;cal_balance;lean_mass_kg;expected_burn;Burns Calories (per 30 min)_bc;Burns_Calories_Bin
36.02;Female;109.87;1.77;191.11;156.06;73.76;1.19;786.11;Yoga;3.342.563.807.603.810;3.42;1.99;1.01;35.07;3.0;0.01;306.41;122.15;82.17;2728.0;Other;Snack;Vegetarian;46.88;2000.77;252.88;161.17;Raw;20.3;62.42;2.79;Inverted Rows;4.0;22.99;Strengthens shoulders;369.34;Shoulders, Triceps;Resistance Band;Intermediate;Arms;Wrist Extensors;Face pulls;35.069.743.687.956.800;24.537.700.000.000.000;0.4994926174824861;11.117.684.536.270.100;0.7013208351086493;0.8165977709172727;1941.89;7.314.525.144.585.680;8.790.292;1,34E+36;Very High
33.07;Male;102.83;1.75;185.94;140.25;52.91;1.4;1003.8;Yoga;2.993.347.627.236.040;2.21;3.0;1.95;33.58;3.0;-0.01;288.65;115.2;76.75;2657.0;Other;Snack;Balanced;3.45;459.13;251.52;332.16;Roasted;36.93;92.96;3.1;Bench Press;4.03;21.02;Full body workout;363.78;Lower Chest, Triceps;Cable Machine;Beginner;Chest;Lats;Dumbbell rows;3.357.714.285.714.280;2306.15;0.5006612752856493;112.029.563.356.997;0.6565436367736601;0.7542755727654082;1653.2;7.204.940.634.913.170;10.185.839.999.999.900;1,19E+36;Very High
37.35;Female;88.65;1.79;182.36;137.78;67.81;1.74;2490.11;HIIT;2.959.749.049.937.580;3.47;5.04;3.01;27.67;3.01;4.0;428.87;171.53;113.84;2621.0;Other;Lunch;Balanced;42.99;891.54;16.44;309.1;Boiled;28.96;42.46;1.1;Russian Twists;3.99;21.86;Combines lower body and upper body strength;373.65;Chest, Triceps;Kettlebell;Beginner;Abs;Middle;Pull-ups;2.766.767.579.039.350;3426.16;0.5007004926798515;19.349.125.775.521.700;0.6108249672632038;0.7555384952840535;13.088.999.999.999.900;62.411.824.672.303.300;1.300.302;1,48E+36;Very High
21.24;Female;80.78;1.9;193.85;137.76;55.01;1.8;2575.98;HIIT;226.918.319.466.272;3.5;4.01;3.01;22.38;3.01;-0.01;162.37;63.98;42.89;2174.0;Other;Breakfast;Paleo;38.15;926.5;217.13;211.58;Baked;38.32;9.49;4.12;Russian Twists;5.01;17.95;Targets lower abs;355.67;Upper Back, Rear Deltoids;None or Dumbbells;Beginner;Forearms;Middle;Military press;2.237.673.130.193.900;1291.41;0.5029231615056412;0.7920277296360485;0.5960097954479977;0.710652566417333;-401.98;6.244.953.815.351.450;1.280.412;9,86E+34;High
25.76;Female;70.53;1.5;182.39;142.14;53.94;1.15;1011.08;Cardio;30.919.318.997.894.100;2.6;1.97;1.0;31.35;3.0;-0.04;217.65;85.89;58.01;1839.0;Other;Snack;Paleo;4.67;2179.93;116.05;240.22;Fried;37.85;112.78;4.85;Seated Rows;5.01;21.05;Strengthens lower abs;368.91;Back, Core, Shoulders;Cable Machine or Resistance Band;Intermediate;Legs;Upper;Pull-ups;31.346.666.666.666.600;1736.25;0.5014254859611231;12.177.796.682.262.800;0.6866485013623977;0.7793190416141236;827.92;4.872.260.431.078.520;8.484.929.999.999.990;1,33E+36;Very High
40.09;Male;54.73;1.61;183.75;157.78;64.12;1.55;1209.0;Yoga;22.609.754.391.390.100;2.71;3.98;3.0;21.11;2.0;0.02;274.39;109.75;73.35;1549.0;Other;Lunch;Balanced;31.52;1792.05;43.21;315.25;Steamed;52.11;112.34;2.86;Calf Raises;4.99;18.01;Improves balance and leg strength;333.31;Rear Deltoids, Upper Back;Kettlebell;Beginner;Chest;Triceps;Dumbbell rows;2.111.415.454.650.660;2196.71;0.4996380951513854;2.005.298.739.265.480;0.7829139847864248;0.8586666666666667;340.0;4.235.568.142.159.210;1.033.261;5,80E+34;Low
32.59;Male;52.75;1.66;190.86;128.92;71.91;1.26;1248.53;Strength;2.356.556.909.365.810;2.49;2.96;1.01;19.14;3.01;0.0;247.09;98.22;66.16;1446.0;Other;Dinner;Vegetarian;2.48;107.0;201.6;143.15;Baked;9.95;42.06;4.78;Reverse Lunges;4.0;24.13;Targets obliques and improves core rotation;350.36;Lower Abs;Step or Box;Advanced;Back;Quads;Dumbbell rows;19.142.836.405.864.400;1976.68;0.5000101179755955;18.619.905.213.270.100;0.4792770071458594;0.6754689301058366;19.747.000.000.000.000;40.319.162.303.095.300;8.829.072;8,72E+34;High
52.62;Female;84.36;1.76;164.87;137.25;69.2;1.68;1308.38;Yoga;2.690.164.503.779.490;3.5;5.01;2.98;27.23;1.99;0.02;251.88;100.12;66.98;2285.0;Other;Breakfast;Paleo;8.63;1561.45;81.35;146.05;Grilled;10.45;87.04;4.32;Russian Twists;4.01;22.96;Improves flexibility;351.92;Calves;Box or Platform;Beginner;Back;Posterior;Crunches;27.233.987.603.305.700;2010.82;0.5010493231616951;11.868.183.973.447.100;0.7112992578655796;0.832474070479772;976.62;61.665.772.246.116.200;11.824.512;9,04E+34;High
58.93;Female;59.66;1.76;193.79;120.64;52.98;1.72;1787.42;Cardio;2.152.076.364.412.730;2.7;5.0;2.99;19.26;3.03;0.01;201.78;80.95;53.99;1789.0;Other;Lunch;Vegetarian;34.91;2130.37;126.94;450.97;Baked;59.47;65.86;2.34;Deadlift;5.01;14.96;Strengthens core and improves mobility;337.04;Core;None or Dumbbells;Beginner;Legs;Upper;Chest flyes;19.260.072.314.049.500;16.168.300.000.000.000;0.4991990499928873;1.356.855.514.582.630;0.4805056459058305;0.6225295422880438;15.799.999.999.999.200;4.682.071.240.991.360;11.594.176;6,36E+35;Low
52.03;Female;59.98;1.71;169.37;151.06;58.16;1.24;1499.04;HIIT;2.192.316.157.235.520;2.02;2.97;1.0;20.51;2.04;-0.02;178.89;72.16;48.06;1648.0;Other;Lunch;Vegan;28.52;1033.56;161.98;423.53;Steamed;50.01;116.84;3.49;Plyo Squats;3.0;11.85;Improves posture and strengthens upper back;199.88;Core, Shoulders, Hips;Resistance Band or Cable Machine;Advanced;Shoulders;Posterior;Decline dumbbell flyes;20.512.294.381.177.100;1436.74;0.49804418335955;12.030.676.892.297.400;0.8353565326859095;0.8918934876306311;14.896.000.000.000.000;4.683.048.768.890.130;4.957.024;8,94E+32;Low
30.75;Female;76.83;1.62;174.06;127.01;73.99;1.39;999.97;Yoga;2.897.544.940.228.800;2.29;3.97;1.99;29.28;1.99;1.99;312.47;125.01;83.31;2268.0;Other;Dinner;Balanced;42.56;1154.1;83.18;467.17;Steamed;18.18;28.11;2.27;Wall Angels;4.0;17.11;Strengthens lower abs;345.11;Shoulders, Upper Back;Box or Platform;Advanced;Chest;Lower Chest;Barbell curls;2.927.526.291.723.820;2499.71;0.5000100011601346;1.627.098.789.535.330;0.5298291196162687;0.7296909111800529;1268.03;5.456.816.222.422.200;9.594.058;7,71E+34;Medium
29.01;Male;58.43;1.61;197.67;121.65;72.05;1.2;1296.0;Strength;27.545.948.725.226.100;2.01;2.99;2.0;22.54;1.99;-0.01;220.02;87.44;58.56;1771.0;Other;Lunch;Balanced;9.75;312.81;4.53;433.09;Baked;51.03;26.98;2.89;Mountain Climbers;4.0;16.03;Improves balance and coordination;350.76;Core, Lower Back;Pull-up Bar;Advanced;Shoulders;Quads;Dumbbell curls;2.254.156.861.232.200;1756.88;0.5009334729748189;14.964.915.283.244.900;0.3948415857347557;0.615419638791926;475.0;4.233.490.215.985.030;841.824;8,80E+34;High
39.14;Female;71.32;1.88;197.84;146.63;50.97;0.55;665.5;HIIT;23.967.493.304.534.400;2.21;1.99;1.0;20.18;3.0;-0.0;256.52;101.44;67.94;1934.0;Other;Breakfast;Low-Carb;25.86;755.83;122.14;106.63;Fried;40.21;114.88;4.09;Deadlift;5.01;20.01;Improves posture and back strength;367.32;Glutes, Hamstrings;Dumbbells or Barbell;Advanced;Shoulders;Wrist Flexors;Pull-ups;20.178.813.942.960.600;2043.3;0.502168061469192;14.223.219.293.325.800;0.6513243004017157;0.7411544682571775;1268.5;54.226.383.775.206.000;404.052;1,28E+36;Very High
39.08;Male;55.58;1.71;183.69;147.75;59.11;1.96;2039.97;Cardio;2.039.435.029.298.720;2.7;5.0;3.01;19.01;3.0;-0.02;202.77;81.81;54.86;1656.0;Other;Snack;Vegetarian;7.24;1222.64;185.13;439.22;Raw;6.72;112.15;1.79;Bear Crawls;4.0;15.15;Targets obliques and improves core rotation;340.84;Glutes, Hamstrings, Core;None or Dumbbell;Advanced;Forearms;Anterior;Plate pinch;1.900.755.788.105.740;16.320.600.000.000.000;0.4969670232712032;1.471.932.349.766.100;0.7115106758709263;0.8043442756818553;-383.97;4.424.482.010.715.760;13.360.928;6,96E+34;Medium
38.16;Female;44.9;1.68;193.25;143.88;57.92;1.01;1092.62;Strength;2.066.838.612.087.240;2.42;2.98;2.02;15.91;3.0;0.02;282.8;113.61;75.84;1242.0;Other;Breakfast;Vegan;12.42;1212.06;4.43;343.83;Fried;57.72;117.79;3.2;Tricep Extensions;3.98;17.95;Improves core stability and balance;338.1;Triceps, Chest;Low Bar or TRX;Beginner;Legs;Posterior;Chest flyes;15.908.446.712.018.100;22.682.000.000.000.000;0.4987214531346441;2.530.289.532.293.980;0.6351880588191827;0.7445278137128072;1.493.800.000.000.000;3.561.989.463.172.820;6.829.620.000.000.000;6,52E+34;Medium
26.29;Female;59.21;1.51;181.25;128.96;71.25;1.69;2420.42;HIIT;2.498.062.256.347.280;2.71;4.97;3.02;25.97;4.01;-0.02;180.13;72.39;48.72;1872.0;Other;Snack;Paleo;43.55;1533.61;81.34;126.35;Baked;59.59;40.34;4.3;Resistance Band Pull-Aparts;4.98;19.97;Builds lower body power and endurance;355.43;Core;Bench, Barbell;Beginner;Legs;Grip Strength;Incline dumbbell flyes;25.968.159.291.259.100;1448.56;0.4974043187717457;1.222.597.534.200.300;0.5246363636363637;0.7115034482758621;-5.484.200.000.000.000;4.441.897.338.016.770;12.013.534;9,81E+33;High
26.92;Male;87.68;1.63;182.88;135.14;73.97;1.75;2052.22;Strength;2.990.042.295.012.650;3.5;4.99;3.03;33.0;4.01;3.99;410.38;163.87;109.15;2558.0;Other;Dinner;Balanced;7.53;1514.17;99.7;108.68;Boiled;13.91;21.75;3.57;Step-ups;3.99;23.18;Improves hip power and cardiovascular fitness;372.07;Chest, Triceps, Shoulders;None or Dumbbell;Advanced;Shoulders;Lats;Leg raises;3.300.086.567.051.820;3279.35;0.5005626114931313;18.689.552.919.708.000;0.5616564135524744;0.7389545056867891;5.057.800.000.000.000;6.146.330.915.732.900;1.302.245;1,43E+36;Very High
45.05;Male;63.63;1.54;199.17;133.28;58.05;1.66;1727.73;Cardio;29.042.268.221.161.700;2.71;3.99;3.01;26.83;2.98;0.02;223.1;89.45;59.04;1918.0;Other;Snack;Vegetarian;27.1;1515.19;280.84;424.7;Raw;40.6;80.4;4.39;Lateral Raises;4.0;25.0;Targets biceps and forearms;368.48;Shoulders;Parallel Bars or Chair;Intermediate;Chest;Upper;Barbell squats;2.682.998.819.362.450;1781.56;0.5009093154314197;14.057.834.354.864.000;0.5330924036281179;0.6691770849023447;190.27;45.150.404.730.874.700;12.233.536;1,32E+36;Very High
58.04;Female;109.54;1.91;197.5;156.16;55.87;1.48;1065.6;Yoga;3.072.971.438.912.610;2.22;3.02;2.0;30.03;3.01;-0.0;306.96;122.84;81.67;2956.0;Other;Dinner;Vegan;15.4;109.15;31.29;392.99;Steamed;7.55;62.15;1.9;Decline Push-ups;4.98;15.91;Improves unilateral leg strength and balance;357.61;Upper Chest, Triceps;Pull-up Bar;Advanced;Back;Wrist Extensors;Leg curls;30.026.589.183.410.500;2454.23;0.5002954083358121;11.214.168.340.332.200;0.7081126879898326;0.7906835443037975;1890.4;7.587.867.085.815.120;10.585.256;1,03E+36;High
56.29;Female;125.88;1.86;196.94;129.1;63.86;1.0;960.8;Cardio;35.0;2.2;3.04;2.01;36.39;2.99;0.0;298.21;120.07;79.45;3424.0;Other;Breakfast;Low-Carb;39.98;1286.81;251.92;312.73;Steamed;47.66;13.73;2.87;Face Pulls;4.0;15.05;Builds lower body power and endurance;366.43;Quadriceps, Glutes;Bench or Chair;Advanced;Arms;Lower Chest;Dumbbell front raises;3.638.570.933.055.840;2388.17;0.4994786803284523;0.953844931680966;0.4902314397354975;0.6555296029247486;2463.2;81.822;732.86;1,26E+36;Very High
50.13;Female;70.32;1.68;186.97;161.25;70.19;1.16;1147.36;Strength;29.252.529.769.449.300;2.51;1.98;1.0;24.91;3.0;0.02;298.86;119.65;80.16;1861.0;Other;Snack;Balanced;20.54;927.21;7.93;327.28;Baked;46.14;62.35;1.37;Prone Cobras;2.99;11.87;Targets lower chest;259.05;Upper Chest, Triceps;None or Dumbbells;Intermediate;Chest;Posterior;Triceps dips;2.491.496.598.639.450;2395.48;0.4990398583999866;17.015.073.947.667.800;0.7797568076725466;0.8624378242498797;7.136.400.000.000.000;4.974.962.106.612.320;600.996;7,41E+32;Low
56.77;Male;85.56;1.69;189.23;132.57;50.08;1.77;1842.22;Cardio;2.859.816.726.529.320;3.49;5.0;3.01;29.96;3.01;-0.02;200.87;80.59;53.75;2366.0;Other;Snack;Keto;11.46;322.63;277.93;361.5;Grilled;55.34;54.96;1.81;Burpees;5.02;23.99;Strengthens lower abs and hip flexors;346.69;Back, Hamstrings, Glutes;Cable Machine or Resistance Band;Advanced;Chest;Lats;Crunches;29.956.934.281.012.500;1609.59;0.4991830217633061;0.941912108461898;0.5928135106000719;0.7005760186017016;523.78;6.109.140.808.781.500;12.272.826;8,00E+34;Medium
33.93;Female;64.38;1.78;169.13;144.15;63.97;1.33;1438.79;Strength;2.268.075.382.819.330;1.79;4.02;2.02;20.32;2.98;0.0;211.62;84.99;57.28;1731.0;Other;Snack;Vegetarian;12.74;1487.92;167.3;488.42;Raw;8.11;118.32;0.99;Pull-ups;3.99;23.06;Targets obliques and improves core rotation;364.26;Lower Back, Glutes;Kettlebell;Beginner;Forearms;Posterior;Military press;2.031.940.411.564.190;1701.96;0.4973559895649721;1.320.130.475.302.880;0.7624572080639027;0.852302962218412;29.221.000.000.000.000;497.781.306.854.091;9.689.316;1,20E+36;Very High
18.77;Male;60.51;1.59;183.97;127.79;53.03;1.15;1012.92;Cardio;2.730.236.727.987.140;2.21;2.04;1.01;23.93;1.99;-0.05;201.97;81.36;54.63;1615.0;Other;Snack;Balanced;37.38;1822.76;267.53;491.62;Steamed;40.1;109.75;2.0;Shoulder Press;2.99;8.11;Targets biceps and forearms;249.64;Calves;Cable Machine;Advanced;Chest;Anterior;Concentration curls;2.393.497.092.678.290;1624.99;0.4971599825229694;13.445.711.452.652.400;0.5709485260424623;0.6946241234983965;602.08;4.398.933.755.894.970;5.741.719.999.999.990;5,48E+33;Low
28.33;Female;69.13;1.58;181.99;134.58;49.9;1.49;1073.69;Yoga;2.850.902.646.757.630;2.0;2.98;2.01;27.69;3.0;1.01;254.78;101.9;68.03;1995.0;Other;Breakfast;Vegan;2.95;1377.13;153.72;205.51;Grilled;35.01;22.14;4.72;Push-ups;5.0;24.0;Builds explosive power;335.25;Lower Abs, Hip Flexors;Dumbbells;Beginner;Abs;Middle;Dumbbell flyes;27.691.876.301.874.600;2038.99;0.4998160854148377;14.740.344.278.894.800;0.6410780528427588;0.7394911808341118;921.31;4.942.171.000.296.440;999.045;6,08E+34;Low
31.96;Male;97.49;1.96;188.46;137.25;49.93;1.36;1467.58;Strength;26.502.290.685.568.000;3.4;3.01;1.99;25.38;3.0;0.98;276.79;109.74;73.73;2502.0;Other;Snack;Keto;12.48;158.78;216.12;401.47;Boiled;7.09;5.58;4.41;Squats;5.01;18.99;Improves cardiovascular fitness;371.13;Shoulders, Upper Back;Bench or Chair;Beginner;Abs;Lats;Decline dumbbell press;253.774.468.971.262;2209.69;0.5010476582688069;11.256.539.132.218.600;0.63033277990327;0.7282712511938872;1034.42;7.165.291.681.063.970;10.094.736;1,40E+36;Very High
38.76;Male;85.97;1.82;191.07;160.06;72.1;1.96;2807.11;HIIT;28.148.384.968.178.600;3.5;5.03;3.02;25.95;3.0;3.0;250.06;99.54;66.37;2466.0;Other;Lunch;Keto;31.49;967.13;195.57;416.48;Raw;58.1;33.96;3.8;Box Jumps;4.99;16.07;Strengthens lower abs and hip flexors;340.61;Full Body, Core, Shoulders;Bench or Step;Intermediate;Abs;Upper;Plate pinch;25.953.991.063.881.100;1995.73;0.5011900407369735;11.578.457.601.488.800;0.7393460536269648;0.8377034594651175;-3.411.100.000.000.000;6.177.083.344.285.680;13.351.912;6,93E+34;Medium
36.52;Male;56.0;1.57;182.37;123.02;52.99;0.97;961.17;Strength;28.373.558.365.381.800;2.42;2.02;1.01;22.72;2.01;1.0;208.63;83.47;54.99;1433.0;Other;Breakfast;Low-Carb;20.37;2001.7;222.22;239.06;Roasted;8.77;23.0;2.2;Rows;4.01;25.05;Improves posture and back strength;340.72;Upper Back, Rear Deltoids;None or Dumbbells;Advanced;Chest;Middle;Wrist extension;227.189.744.005.842;16.633.100.000.000.000;0.501722469052672;14.905.357.142.857.100;0.541273767197403;0.6745627021988265;471.83;4.011.080.731.538.610;6.609.968;6,94E+34;Medium
52.85;Male;47.69;1.76;163.96;149.27;74.17;1.06;1399.2;HIIT;19.119.865.654.275.300;1.5;3.99;2.0;15.4;4.01;0.01;295.15;118.76;79.09;1410.0;Other;Snack;Vegan;30.5;1682.65;149.42;273.04;Raw;51.66;118.42;3.69;Kettlebell Swings;5.02;17.11;Improves lower back strength;344.91;Chest, Triceps, Shoulders;Bench or Chair;Beginner;Back;Grip Strength;Lateral raises;15.395.790.289.256.100;2367.45;0.4986800143614437;24.902.495.282.029.700;0.8363960351932287;0.9104049768236157;10.799.999.999.999.900;3.857.173.606.947.600;7.312.092.000.000.000;7,67E+34;Medium
18.0;Female;64.01;1.63;161.7;120.44;73.06;0.66;580.8;Cardio;26.843.215.360.604.900;2.19;3.01;1.0;24.09;3.0;-0.01;214.64;85.59;57.27;1758.0;Other;Lunch;Vegan;43.07;2069.47;4.82;396.21;Boiled;5.6;48.41;2.37;Push-ups;4.0;24.97;Improves posture and strengthens upper back;359.03;Upper Chest, Triceps;Bench or Sturdy Surface;Intermediate;Abs;Wrist Flexors;Leg raises;24.091.986.902.028.600;1716.35;0.5002243132228275;13.371.348.226.839.500;0.5345216606498195;0.7448361162646877;1177.2;468.276.578.476.768;4.739.196;1,06E+36;High
18.0;Female;62.43;1.59;190.02;161.38;50.38;1.23;1180.8;Cardio;26.635.811.730.396.600;2.18;4.01;2.0;24.69;3.01;-0.0;217.52;86.76;58.54;1857.0;Other;Lunch;Keto;15.12;1253.85;212.37;295.27;Baked;53.46;106.89;2.16;Kettlebell Swings;5.0;17.97;Builds calf muscles;341.52;Chest, Triceps;Resistance Band or Cable Machine;Beginner;Shoulders;Wrist Extensors;Preacher curls;2.469.443.455.559.510;1743.98;0.4989048039541738;13.897.164.824.603.500;0.794901174448582;0.8492790232607094;676.2;4.580.126.273.671.330;8.401.392;7,08E+35;Medium
43.69;Female;42.16;1.66;172.79;134.26;53.17;0.73;481.8;Yoga;2.113.820.340.651.520;1.88;2.01;1.0;15.3;3.03;0.03;332.81;133.7;88.57;1142.0;Other;Dinner;Keto;7.39;927.13;79.46;474.44;Steamed;55.85;85.58;4.31;Bird Dogs;4.0;20.03;Builds unilateral leg strength and balance;335.87;Back, Core, Shoulders;Box or Platform;Beginner;Abs;Triceps;Lateral raises;15.299.753.229.786.600;2663.17;0.4998704551342948;31.712.523.719.165.000;0.6778966727971911;0.777012558597141;660.2;3.324.813.344.381.310;4.903.702;6,18E+34;Low
30.47;Male;87.22;1.69;185.09;129.92;64.85;1.74;1810.99;Cardio;29.381.819.818.670.000;3.51;4.01;3.01;30.54;3.0;4.0;293.13;116.49;78.24;2619.0;Other;Dinner;Low-Carb;29.7;1928.82;61.55;153.18;Roasted;11.15;10.84;1.87;Plyometric Push-ups;5.0;17.96;Builds lower body power;343.62;Chest, Triceps;Barbell;Advanced;Shoulders;Triceps;Bent-over lateral raises;3.053.814.642.344.450;2342.64;0.5005122425980945;133.558.816.785.141;0.5411676646706586;0.7019287913987788;808.01;6.159.317.675.415.590;11.957.976;7,44E+34;Medium
36.85;Male;76.15;1.82;191.78;120.66;50.15;1.49;1431.59;Cardio;2.670.870.756.569.340;2.8;3.98;2.01;22.99;3.02;0.03;190.36;76.31;50.8;1891.0;Other;Snack;Vegan;2.45;2418.4;109.9;331.8;Grilled;39.98;60.13;2.42;Seated Rows;4.02;18.95;Strengthens triceps and chest;343.73;Quadriceps, Hamstrings, Glutes;Barbell;Beginner;Abs;Wrist Extensors;Triceps dips;2.298.937.326.409.850;1523.88;0.4996718901750794;10.021.011.162.179.900;0.4978465014474334;0.6291584106789029;4.594.100.000.000.000;5.581.131.918.872.440;10.243.154;7,46E+34;Medium
18.8;Female;127.92;1.92;184.44;168.17;69.96;1.26;1211.62;Cardio;32.137.482.441.866.800;3.0;3.99;2.02;34.7;2.99;0.0;233.71;93.24;61.85;3376.0;Other;Breakfast;Paleo;17.72;2486.74;265.81;211.02;Steamed;40.98;19.66;1.81;Calf Raises;4.01;16.91;Builds explosive power;342.75;Core;Pull-up Bar;Beginner;Abs;Quads;Barbell curls;34.700.520.833.333.300;1864.45;0.5014025583952373;0.7288930581613507;0.8578791055206149;0.9117870310127956;2164.38;8.680.973.246.036.390;863.73;7,29E+35;Medium
24.11;Male;58.82;1.76;189.09;129.86;72.93;0.63;415.42;Yoga;23.042.199.944.788.700;1.69;3.04;1.0;18.99;2.99;4.0;296.4;119.17;79.57;1760.0;Other;Snack;Vegetarian;6.13;899.07;125.65;396.65;Roasted;58.11;95.88;4.02;Calf Raises;5.0;21.06;Improves balance and coordination;339.54;Upper Back, Rear Deltoids;Bench or Chair;Advanced;Abs;Lateral;Concentration curls;1.898.889.462.809.910;2378.41;0.4984842815158025;20.260.115.606.936.400;0.4900998622589532;0.6867629171294093;1344.58;4.526.657.799.247.520;4.278.204;6,75E+34;Medium
41.04;Female;82.17;1.66;176.8;138.34;74.12;1.98;2060.78;Cardio;30.284.776.579.530.700;3.5;4.99;3.01;29.82;3.99;2.02;265.42;106.58;71.22;2327.0;Other;Snack;Vegan;45.23;591.33;78.78;222.77;Roasted;27.89;5.72;3.1;Dragon Flags;4.01;14.98;Builds explosive upper body power;346.59;Upper Back, Rear Deltoids;Resistance Band or Cable Machine;Beginner;Shoulders;Wrist Flexors;Leg curls;29.819.277.108.433.700;2128.98;0.4986801191180753;12.970.670.561.032.000;0.6254382547721075;0.7824660633484163;2.662.199.999.999.990;5.728.499.908.459.950;13.724.964;7,98E+33;Medium
42.15;Female;60.3;1.74;194.87;140.88;52.12;1.79;2097.52;Strength;20.866.060.956.213.700;2.69;5.02;3.02;19.92;2.99;-0.03;201.73;80.56;53.87;1844.0;Other;Snack;Keto;34.93;2080.29;206.99;428.49;Boiled;9.22;19.88;1.18;Plyometric Push-ups;5.0;15.99;Improves posture and strengthens upper back;364.54;Full Core;Parallel Bars or Chair;Advanced;Shoulders;Anterior;Plate pinch;19.916.765.755.053.500;16.139.899.999.999.900;0.4999535313106029;13.359.867.330.016.500;0.621786339754816;0.722943500795402;-253.52;4.771.776.524.340.310;13.050.532;1,21E+36;Very High
28.23;Male;79.51;1.59;180.81;130.24;54.05;1.48;1950.34;HIIT;32.375.722.484.306.400;1.51;3.02;1.98;31.45;1.98;0.06;207.92;83.89;56.62;2204.0;Other;Lunch;Paleo;17.69;163.98;175.8;289.93;Raw;10.4;95.71;1.51;Dead Bugs;5.0;16.05;Builds calf muscles;359.58;Core, Shoulders, Legs;Parallel Bars or Chair;Intermediate;Legs;Anterior;Triceps dips;3.145.049.642.023.650;1676.82;0.4959864505432902;10.550.874.103.886.300;0.6010571158094037;0.7203141419169294;25.366.000.000.000.000;5.376.806.305.272.790;10.643.568;1,08E+36;High
53.32;Female;55.68;1.55;170.93;140.91;53.96;1.13;814.28;Yoga;23.802.880.356.141.800;1.8;3.98;2.01;23.18;2.02;0.0;218.11;86.97;57.62;1686.0;Other;Snack;Vegetarian;39.62;1265.94;117.13;208.38;Boiled;39.11;9.17;1.67;Glute Bridges;5.0;23.99;Targets upper chest;331.29;Core, Obliques;Bench or Step;Advanced;Arms;Lower Chest;Plate pinch;23.175.858.480.749.200;1738.9;0.5017194778308126;15.619.612.068.965.500;0.7433529964948277;0.8243725501667348;871.72;4.242.655.621.770.020;7.487.153.999.999.990;5,52E+35;Low
43.07;Male;66.62;1.85;169.95;121.09;58.27;1.18;1038.4;Cardio;20.625.549.461.389.300;3.2;1.98;1.0;19.47;2.99;1.01;294.52;116.97;78.33;1625.0;Other;Dinner;Paleo;18.37;2220.22;103.57;440.52;Grilled;11.29;69.08;1.42;Calf Raises;5.01;23.97;Targets upper chest;368.93;Lower Back, Glutes;Resistance Band or Cable Machine;Intermediate;Shoulders;Grip Strength;Incline cable crossovers;1.946.530.314.097.880;23.509.300.000.000.000;0.5011123257604436;1.755.779.045.331.730;0.5625000000000001;0.7125036775522213;5.865.999.999.999.990;528.792.589.488.224;8.706.748;1,33E+36;Very High
26.92;Male;103.9;1.68;162.06;134.87;61.98;1.29;1239.43;Cardio;3.433.074.085.871.070;3.48;3.03;2.01;36.81;4.01;2.02;303.62;121.46;81.55;2877.0;Other;Snack;Balanced;46.8;873.33;259.53;299.74;Fried;17.03;22.53;2.17;Inverted Rows;3.98;15.07;Improves shoulder health and posture;351.72;Quadriceps, Calves, Glutes;Barbell;Intermediate;Forearms;Posterior;Hammer curl;36.812.641.723.356.000;2434.27;0.4989093239451663;11.690.086.621.751.600;0.7283173461231016;0.8322226335924966;1637.57;6.823.036.024.779.950;9.074.376;9,00E+34;High
